754350403190489088,0,If you're reporting a crime this weekend at #VFestival then make sure you #DoItOnline @ https://t.co/RbmO0PTQju #moretimetofightcrime 👮🏻🚔
416668477,1,I think I'm gunna die at Vfest
764835458870312960,1,Can't wait to watch @vfestival on the weekend. Gutted I can't go. Excited to see @rihanna perform 🎤💜
785096348,1,Warm flat beer in the rain festival time @vfestival
216663466,0,"#VFestival shuttle buses still running
https://t.co/dx30zFev9Q"
1145002232,0,My mum is panicking so bad for Vfest. She needs to chill 😂
164330904,0,"Got a V fest ticket for sale, face value if anyone wants it #Twickets #Vfest #VFestival"
555621382,1,@OceanBeachIbiza: RT @danno_91: Looking forward to see @Blondesound again tomorrow at vfest after seeing him at @O… https://t.co/sf6kz95Lpn
20973889,1,Trying so hard to not fall into holiday mode before I finish work tomorrow evening. Can't stop thinking about #VFestival this weekend. 🙌
281060104,0,Anyone selling 2 weekend camping tickets??? (Weston Park) #twickets #vfestival
3663046160,1,Im more worried about how unprepared I am for @vfestival than getting my results thursday
200541130,0,Today: #VFestival; The Last Tycoon gala performance; DNCE gig; They Drink It In The Congo press night...
401002782,0,Need Saturday day tickets for V festival hylands park anyone selling?? #VFestival
95468063,0,"Sleeping bag £5 absolute barging, now get me to @vfestival"
1590480210,0,"So happy THE SILENCE was played on @btsport, now @vfestival tomo on #VSTREETSTAGE at 12pm https://t.co/kM32kxKk3c https://t.co/3qu16o8eo2"
398084414,1,#vfest ✌️ @ V Festival Weston Park https://t.co/gTjomuTrDM
709795845466660864,1,@justinbieber SO excited about seeing you on Saturday doing what you do best! @vfestival #AllAboutTheMusic 🎤❤️ https://t.co/QkbkvBSQK4
216871283,0,"Great weather for #VFestival I see.

Enjoy. https://t.co/eVDB3I2yZ1"
2207591077,0,Still got to get so much for VFEST !!!!
35724618,0,There’s a locker facility at @VFestPolice or purchase in advance https://t.co/CsZtMrTy3z #VFestival #V21st https://t.co/AVUYV24Gck
751873976,1,So excited for VFestival now 😍 @vfestival
736307048044978176,0,Wish I was going to the V festival ughhhh #VFestival https://t.co/5JOwXiN4Fr
732932524914151424,1,"My @vfestival tickets came today, so excited #4days🎉🎉"
36671601,0,@vfestival how often are the buses from Chelmsford station to V? #Chelmsford #VFestival
183130313,0,"Not much @vfestival traffic at the moment, just slight delays on A5 outside @Weston_Park and A41 from #M54 https://t.co/mRRJmgpyUw"
2826213301,1,.@vfestival we are coming for you bish! 💅🏻🦄 #vfest cc @Glynif @Skirmy https://t.co/9YR4WFyrqu
1018276938,0,Wish I was going vfest with the girls they're going to have such a good weekend😆😅
1643012856,0,"Feel well sorry for my sister going to @vfestival in this weather, like this all weekend as well ahah"
2535327599,1,Time to get my shit together after Vfest I think🤔
21441280,1,"@PoppyDeyes you inspired my #VFestival look this weekend! Inside out plaits, lots of glitter, glitter paint and yellow rain coat! X"
1662894194,0,Selling a non camping weekend ticket for #VFestival #Chelmsford #HylandsPark
287241251,1,They're finally here! 😎🎪🎶 #vfestival #wristbands #tickets #camping… https://t.co/z7cK5RUrEV
617829656,1,My @vfestival ticket better come today !!!
299850108,1,"So all my girls are getting ready for Vfest and I'm just here waiting for my ice bath, wanna trade 😢"
309607440,1,My only day off this week so I'm gonna everything ready for @vfestival 🙋🏼💃🏼🎉
353065578,1,This nice weather mean one thing. Gonna be raining @vfestival lucky it don't matter. Love all sorts of weather at a festival
551386650,1,Buzzing to have passed first semester of second year with a 1st! Having the uni girls in Wales for a few days now before Vfest on friday 😝
196663839,0,Anyone after 1 red camp weekend @vfestival ticket! Unfortunately I can no Longer go! #vfest… https://t.co/Ytxmypqcwn
917615058,1,@vfestival being 3 days away is the only thing getting me through waiting for my results
1516985617,1,@CapitalOfficial on our way to vfest set off at 9 got lost 3 times already and only at Leeds now @caitlindonald_ @MeaganHorsewood 😂😂
482826842,1,I just want it not to rain at Vfest so badly but it's predicted too 😩😩 why
3368026131,0,"Anyone selling 2 Saturday v festival tickets at Hylands, Chelmsford? #vfest #hylandspark #Chelmsford #VFestival"
389039209,1,Wristband has arrived #vfest
387228083,1,Cannot wait for #VFestival on Sunday! @rihanna @davidguetta @LittleMix AHHH so excited!! https://t.co/sLrkpb75oj
174460292,1,"Craig David, Rihanna, Sia, Justin Bieber, Years n Years &amp; David Guetta.
Me ready for you!!!! @vfestival"
2759598867,1,@TicketmasterCS im slightly worried its 4 days before #Vfestival and ive not recieved my tickets and i leave friday morning?!
386709451,1,so excited for @vfestival #HylandsPark 🤘🏼☀️👯⛺️🏕🎀🎉🎊☮
500959113,1,Finally I can stop stressing and start getting excited about vfest
624244884,0,Anyone selling v festival red camp tickets at hyland park??? #VFestival
1151519030,1,So buzzin for Vfest now🎉🍻🍹🎵
259026913,1,On route to Chelmsford @vfestival #pumped https://t.co/0NS8fumndK
715926150,1,@vfestival SO EXCITED !!!!!!
577137497,0,"Are you travelling to @vfestival?
• Check Your Vehicle
• Plan Your Route
• Only Pack What You Need https://t.co/8WZS2iRJhB"
224735594,0,so jealous of everyone who's seeing Justin at vfest
106095696,1,Me and @DeanHillman ready for @vfestival #MaxAndPaddy #MagnetAndSteel @peterkay_co_uk @PaddyMcGuinness https://t.co/P5RV3hgosg
1534568262,1,"@TicketmasterUK I've purchased vfest weekend parking, order confirmation says 20-21 Aug but vfest weekend festival tickets are from 19-22"
715124802,0,Don't wait for that perfect moment.  Take that moment and make it perfect.   Oh..yeah...and Monday's gone.  Roll on V festival. 🍺🍺🍺🍺🍺🍺🍺🍺
875488080,1,So @vfestival is tomorrow and we can't wait! Get all the info you need in our festival guide https://t.co/LMIdnhXaC6
388111914,0,A great decision was made not going to vfest I think 🌧
2919493431,0,"If you're paying over 200 quid to see bieber and rihanna, you deserve to get rained on #vfest"
226766669,1,Legit just won 2 VIP tickets for @vfestival on the radio.... SEE YOU ON SUNDAY BIEBS 😍
574280140,0,Looking for two day tickets for sat hylands park anyone selling #VFestival
378452127,1,Can't wait for @vfestival this Saturday 😌🎪🎤😅
137327972,0,@mahiki  #MetroMahikiV @Metro_Showbiz #Cheers #VFestival
466711571,1,Wristband has FINALLY arrived! @vfestival here we come @Vicki_Cummins 💥 https://t.co/VrXd9ra0LM
47158442,1,so buzzing for the weekend @MollyJinks6 @ZacWoodcock @15Wardy @Jack_Joines @rach_brookes #VFest 💃🏼🍻🎉❤️
988873620,0,anybody selling a Sunday v festival ticket #vfest #sundaytickets (tbh I'm sorry for hash tagging)
91419976,1,Almost done packing for @vfestival !!! 😍😍 I can't contain my excitement I can't believe how many artist I love I'm gonna finally see live❤️😭
2200096837,0,Regret not going to vfest now 💔 hope everyone has a good time
351941121,0,"** FOR SALE ** 

Vfest weekend ticket inc camping. £120 ono!  Bought it for £200😑  dm me if interested👍🏼"
992724510,0,@vfestival still dont have my ticket 😭
461532024,0,@vfestival do you have a list of food vendors? Low fat preferably
88212137,0,Gutted to be missing @vfestival for the first time in 3 years 😞
3006692849,1,Vfest is this week⛺️ excited af‼️
447103386,1,Getting so exited for @vfestival now 💃🏽 just need to get my food sorted 🍏🍌🍟🍕🍩🍿
634738369,0,Wish I was going to VFest this weekend 😣
375585258,0,This weekend is @vfestival and I am not there again 😔
611813084,1,Just ordered such a pretty dress from @boohoo for @vfestival this weekend 😍✨
1689692467,0,so jealous of everyone going to vfest😩
720607758140239874,1,@lilyanntownley6 @lucyjonesmusic @ffionthomas99 can't wait for VFest on Friday 😁
183244783,1,Seeing @LittleMix on sunday!! 😀😍👌Be worth the wait I'm sure!! @vfestival 🎵🎶🍺☀ 🎊👯#favs
174958530,0,Selling SIX #VFestival Sunday passes  - get in touch! #tickets #music #Rihanna
224669060,0,Please note that as part of our plan to keep traffic moving for #vfestival &amp; ensure road users safety we have clsd the #M6 n/b exit at J12.
266800761,1,@TicketmasterUK I'm getting a bit concerned that I haven't received my @vfestival wristband/ticket yet 😱😱 please advise??
277615149,1,Can't wait to cover myself in glitter this weekend!!!✨ #vfest
1565218585,0,Selling @vfestival tickets at ticket price or nearest offer if anyone is interested. Pls retweet if you know of anyone who might want some!
1006514828,0,Not long till @vfestival now😝😝😝
29214079,1,Cannot wait to be back here this weekend! #bastille #JustinBieber #VFestival 🙌🏻🌸 https://t.co/n1FMqX7Ocx
26323139,1,CANNOT WAIT to see @iamjojo next weekend at @vfestival 🙌🏼 https://t.co/k4o2mCKaz1
394311268,1,Can't wait to get wrecked all weekend #vfest 💃🏻🙋🏻
333023102,1,Keep hearing this and its getting me sooooooo excited for Vfest 󾌧󾌧󾌧 #4Sleeps 󾌳󾌳󾌳 — listening to Cold Water - Justin Bieber
57083495,1,"Got my best friend @sophietaylorrr back after a year and now en route to #VFestival with @TomIreland7, best day 💃🎉"
1419067574,1,When you're on your way to Vfest in Wolverhampton but the bus driver takes you to London..
495187557,0,@vfestival tomorrow are we still ok to use the car parks at Weston and pay on arrival?
449210377,1,Flying to London today to prep for the #vfestival ! #justinbieber #purposetour https://t.co/X6SfEykFFf
3301420157,0,.@MirrorCeleb recommends the PNY Powerpack T2600 for this weekend's @vfestival ! https://t.co/dOKLExQ8aG
2575558042,0,"Radio 1 is the only thing getting us through this traffic, get me a shot #VFestival"
92504093,0,Who is ready for #VFestival this weekend? #weare #smartturnout #takesyouplaces https://t.co/YNADi3NSkA
409501984,1,Had such an amazing day. So much more celebrations to look toward to #VFest #JEMFEST 2️⃣1️⃣🍾💜🎁🍷💅👗💄☀️
127531211,0,"One #vfestival Chelmsford Yellow Camp Weekend Ticket for sale, message if interested. #vfestivaltickets"
2553124755,1,On route Vfest n first thing ash says is 'wonder if there's any poke stops' 😂😂😂 @ashwillettsx
1696657226,1,V festival tomorrow! Slightly excited even though it's gonna rain! Need to dig those wellies out.. Buzzing for #stormzy #vfest#beiber#drinks
2938283009,0,"It's #Vfest nearby this weekend, meaning traffic may be quite heavy locally! Avoid congestion and work productively with us today!! #Regus"
48447818,0,Really wish I was going to  #VFestival on Sunday 😢💔
37952594,1,@vfestival Why is entry at Weston taking so long? Waited 2 hours so far and only half way!!!! https://t.co/pXudTiwty4
302550664,0,"selling a red camp v fest ticket, dm if interested #VFest #VFestival #vfesttickets"
223195660,1,After an epic but fucking exhausting long weekend at #edfringe16 am finally on route to Surrey for a few days b4 @vfestival on Friday
415656201,0,"V Festival ticket for sale, Weston Park, Weekend camping, £150!! Message me if you're interested🎉 
#VFestival #VFestival2016 #vfest"
200795945,1,Five days to go til @vfestival ! Who's excited?
1511520415,1,So excited to see biebs @vfestival this weekend 😁😁😁
1039291417,1,can't wait to be at V with the girls now that I've finally got my ticket🏕🍹👯  @vfestival
92516181,1,getting excited for vfest now🙊
29473125,1,.@vfestival already been waiting an age Move about 3ft every 5 mins in the rain :( regulars say not like this before https://t.co/14KsyN8nmH
1047598021,0,So gutted I've sold my Vfest ticket now 😩
434434567,0,Still have a V Fest Sunday ticket for sale #VFestival #vfest #selling #forsale #tickets #TicketsForSale
1202537004,0,there's no way in hell i'd be happy going to vfest and camping in this 😂 glad i'm too poor for it and at home
1538657544,1,Literally been waiting on @vfestival all summer and it's nearly here😝
601791803,1,So excited to see JB and Rihanna this weekend!!!!😩😻 @vfestival
35724618,0,There’s a locker facility at @VFestPolice or purchase in advance https://t.co/CsZtMrTy3z #VFestival #V21st https://t.co/AVUYV24Gck
89049926,1,Buzzing to see @AnnieMac from @1Xtra @BBCR1 at @vfestival tonight! Shout out to Scott Matthews &amp; Craig Matthews 😍😍 https://t.co/a8M7dznCam
1451155698,0,"V fest , don't wear a vest , put on a rain Mac and look your best. #VFestival 🚣🏻"
105241403,1,Why has my mum and dad just brought tickets for fucking vfest🙃🙃🙃
1643798131,0,Anyone selling a red camp v festival ticket ? #VFestival
141325392,0,Autocab Taxis Offering #FixedFare Taxi's To @vfestival From Shelton £40 #Taxi £60 #Minibus Call 01782314315 To Book Now @BBCR1 @Weston_Park
441885292,0,Anyone selling or know someone selling Saturday only v tickets? @vfestival
1876813718,1,@vfestival #travis #properband @ The Virgin Media Stage @ V Festival Chelmsford https://t.co/iN81vUR0cA
183130313,0,"Not much @vfestival traffic at the moment, just slight delays on A5 outside @Weston_Park and A41 from #M54 https://t.co/mRRJmgpyUw"
397422463,0,Vfest weekend ticket for sale https://t.co/xmgtnKrYCX
20664471,0,"Loads of people are excited for @rihanna at #VFestival
https://t.co/yFPyoEOP1u"
445397103,1,So bloody excited for @vfestival this weekend🎉⛺️🎤🍻
2185064673,1,Can't wait for @vfestival  🤘🏼🤘🏼
954529206,0,I would sell my soul to anyone who can get me a ticket to see @example at @vfestival as its my last ever gig after 12years
929789258,0,"V fest ticket for sale £160, weekend non camping. Message me if interested #VFestival #vfesttickets #vfest2016"
446296967,1,I'm so unprepared for vfest😂😩
2653464298,1,Literally can't contain my excitement for @vfestival!!! Can't believe it's less than a month 👯🎉
74247720,0,@vfestival how can you make me pay £10 and it still has Halsey instead of @Stormzy1 on it? 🙄🙄 https://t.co/HQG5pMQWyr
1438816663,1,@justinbieber CANT WAIT TO SEE YOU! 🙈 #Vfestival #Vfest #VFestival2016 #VFest2016 #Chelmsford #HylandsPark #uk
24937362,0,VFEST TICKETS?? Whos selling??? £££ waiting!!
69321909,0,@vfestival how do I get a day parking ticket?
1707751338,1,V fest tickets(wristbands) so excited now. @vfestival
230127962,0,"My son cant now attend #VFestival #vfest and is looking for a buyer for his #vfesttickets Both days, not camping. Chelmsford-Face value £180"
353873614,0,Stoked to be playing V Festival’s #V21st birthday party! Tickets on sale now 👉 https://t.co/iUXOSZVfRq https://t.co/m2VDvco7Il
2320101069,0,@justinbieber why am I not going to support my one and only this weekend😭 #VFestival
510559101,1,Cannot wait for vfest now 🎉💃🏼🍾
69598214,1,@vfestival @TicketmasterUK mine and my friends red camping Chelmsford tickets STILL haven't arrived. WHAT THE HELL IS GOING ON 😡😡
241702863,0,It's ten past 10 and Shannon &amp; Tilly are already drunk 🙄 #vfest
65404986,0,@vfestival on da tour bus with @WilkinsonUK @saundersshannon @AdApt_MC @JemCooke WHERE IS THE SUNSHINE!? https://t.co/fBwAftHPRO
32184233,0,Not jel of the people going Vfest in this delightful weather 😑🌧☔️
527746857,0,Red camping weekend ticket at hyland park for sale #vfest #VFestival #vfest2016 #festival #camping #red @HotUKFestivals @webuyanytickets
3179644832,0,I WISH I WAS AT V 😭 @vfestival
24695068,1,If the weather is this good at @vfestival this wkd I will be buzzin. 😎😎
290319231,0,"X1 V FEST, HYLANDS PARK, RED CAMP, WEEKEND TICKET FOR SALE #VFEST #SALE #TICKET 🎪🎤"
340225537,0,Soooo jel of Jonny getting last min tickets to vfest! I am officially GUTTED that I have to work all weekend 😥😥🎪🎶
18213550,0,Hi @Travis we're #WritingtoReachYou about traffic management in Chelmsford for #VFestival. Please spread the word https://t.co/rnAlr6Xo0c
54888805,1,4 more days in work then @vfestival Can not wait 😎😎
2372021147,1,Wristbands have arrived ✅                                  Decided what to wear ✅ 4 days to go 😱🎶🎉 #VFestival #V21st #VFestival2016
23838045,0,Have #VFestival camping tickets at Chelmsford for sale. Daughter poorly in hospital so can't make it. Anyone interested?
2653464298,1,Literally can't contain my excitement for @vfestival!!! Can't believe it's less than a month 👯🎉
278160805,0,someone who's already at #VFestival Weston park can u tweet ur lanyard so I can see the timings 😂
1103168892,0,Anyone still not got their fucking tickets for @vfestival
1071575814,1,Can't contain my excitement to see DJ EZ at @vfestival 4 more days!!🤘🏻🔊🎪🐝🌞
281216837,0,En route home from an amazing weekend at @boardmasters just gutted didn't get to see @CraigDavid 😭 hopefully at @vfestival though! 💙
500582014,1,Does anyone know if you Can take a gas stove to V  #VFestival  #RedCamp #Exciting!!!!
1061089068,0,sad I'm not going to Vfest this year
603784140,0,Why does it have to rain in time for VFest??
26046571,1,Getting excited for #VFestival noooow https://t.co/TftZoprhJ7
346027227,1,@vfestival tickets finally arrived 🙏🏻 leggoooo
216663466,0,"#VFestival shuttle buses still running
https://t.co/dx30zFev9Q"
993296329,0,Hey #vfest #campers we bet you wish you had one of these tents. #RenewableEnergy #solarpower #glamping https://t.co/M4Gh1m1V9G
547631537,1,Oi oi hello Sigala ! #VFestival @ Vfestival Highlands Park Chelmsford https://t.co/tRl82Trq9L
3069892967,1,Sooooo VFEST have upgraded our tickets to VIP for my 21st YAAAAAASSSSS 🍾🎁🎉👭👭2️⃣1️⃣💕🍻  @vfestival #vfest #21 #birthday #partyyyy
500041621,0,Anyone selling 2 Vfestival daytime tickets on Saturday at Weston park!? #VFestival  #WestonPark #vfest
228515589,0,"I still have a ticket for V festival this Sunday £70 

#vfestival https://t.co/WYucNeAqvj"
732876755539795970,0,"Look at this on eBay  https://t.co/Br9hcfBh6p

Packing for @vfestival ? Still time to sneak your booze in!"
2813291814,0,Going to @vfestival this weekend? Get prepared by tuning into @phoenixfm from 6pm for a V Themed Show &amp; If you're not going? Tune in anyway!
2161601553,0,I'd do anything to be a Vfest this weekend 😭😭 get me on a flight home ✈️✈️
464012472,1,So excited to get better and go to @vfestival this weekend💃🏻🍹🎪
2425384040,0,"#Repost @graceyhart4
・・・
The gorgeous @chantellehagan8 #vfest ready 🎪 💖 
@_glitter_eyes… https://t.co/ObSXIqjR59"
593560486,0,Who's ready to dance like this at @vfestival https://t.co/l5zAZuAgGK #packinglist #vfest #VFestival2016 #dance https://t.co/PWBKxQJO58
1157070804,1,4 DAYS AND STILL UNSURE OF WHAT I WANT TO WEAR🙂😭 #VFestival
618218617,1,Rihanna's videos on Instagram just get me soooooo excited omg 😻 #VFestival
33232106,1,at @vfestival waiting for you @joejonas @justinbieber 😏😏😏
149234219,0,Nahh why is @vfestival being broadcasted😭kinda defeats the point of buyin £200 tickets when you can watch it at home?Still gonna be lit tho🔥
221475263,1,Why have some people put a tent right by our door like excuse me we'd like to exit our tent without falling on yours! #VFestival
453351595,1,@vfestival are we meant to have wristbands and tickets or just tickets because some people have both and we only have tickets!!!
349622244,1,Cannot wait for Friday 🎪👭🎉💜 @vfestival
2863910656,0,"Justin is currently performing ""Company"" at V-Festival #VFestival"
20585402,0,"She is ready for a wet #VFestival #V21st
with a Teenage Cancer Trust #rain #poncho
#FriYAY #charities #marketing... https://t.co/WcDeca7Pvo"
59877178,0,Bieb better not be having a breakdown the week before #VFestival
3084181684,1,The arrivals at @vfestival this morning!! #V21st #Vfestival @Weston_Park @ShropshireStar https://t.co/ZxcBtUAifZ
3874435348,1,Cannot contain my excitement for V FEST 😍✌🏻️ #VFestival
939586849,0,Wish i was going to #vfest2016
29690129,1,"V Fest, you ready? I'm coming for ya! https://t.co/DH4UKbZncm"
463608262,0,Anyone selling 2 Saturday v tickets? #VFestival #belieber
468419656,0,"Not going to #VFest?  #readingfestival instead? Check out our  'proper' review and PL

HERE: https://t.co/CK2LEf1XaS https://t.co/JiRaXqhGwD"
976632835,1,The day has finally arrived for the trip to @vfestival so excited @nye_bowen @ceribowen16
337061552,0,One red camping ticket for v festival hylands park for sale !! #VFestival #vfesttickets #vfest2016
79422539,1,Can't explain how excited I am to be reunited with JB on Sunday 😁❤️ #vfestival
200647829,1,Super long weekend for #Vfest!!💃🏾🍻 #buzzing @emBISSEX @KateHitchens &amp; Mems lol 🎪🎭👯🍾
1209099812,1,I'm so excited for my Sunday @vfestival outfit! I tried it on today and it looks so cool... If I do say so myself! 😂
3039261652,0,Heading to @vfestival this weekend? Amazing #lineup #excited 🙌 https://t.co/k8eFXeRRRI
799850467,1,can't wait for Vfest!!!!
224664460,0,Please note that as part of our plan to keep traffic moving for #vfestival &amp; ensure road users safety we have clsd the #M6 n/b exit at J12.
2821509586,1,Cant wait for @vfestival this weekend! @Sia #favouriteartist #VFestival
917324035,1,So excited for @DNCE on Friday &amp; @vfestival on Saturday!! 🎤✨🍰🌊
138356198,0,*LAST MINUTE TICKETS* #VFEST Weston Park Sunday tickets still available at FACE VALUE £89! Book online or call 01379741106 to book now!
144317617,1,@vfestival hello! I'm coming to see you at Chelmsford this weekend but not camping. Does the site get muddy? Never been!
392830517,1,Packing already ✌️ #vfestival #vfest #3sleeps https://t.co/cOazp2xbsy
446605033,1,I am either gonna cry or pass out on Sunday @justinbieber @vfestival
495912353,1,can't wait for this weekend #VFestival
275921115,0,Selling v fest ticket for Saturday dm #VFestival
89024270,1,@JohnNewmanMusic I'm coming to VFest. Sun 21st. What time will you be on Stage John? I am so excited. Only coming to see and hear you. x
630131935,0,Thanks @TicketmasterIre but I know :D @vfestival 💕✈️🍻🎉
1553305086,1,Can't wait for #VFestival  #JustinBieber  💖
292983622,0,2 x V fest tickets for sale. Message for details @vfestival
555818065,1,Can't wait for #VFestival ! Just hope it doesn't rain badly😐
19812355,1,@vfestival can not wait for this weekend. Huge lineups each day. Do you have specific times yet as like to plan who to see &amp; don't miss out!
2380163721,0,@vfestival do you have to buy tickets by advance for the shuttle bus from Wolverhampton to weston park at 9pm? please i really need to know
2758705564,1,I am wayyyy too excited to see Justin bieber on sunday😝@vfestival
26307459,1,SOOOO excited about @vfestival next weekend 🎉🎉
749188461064781824,0,Make sure you're prepared for @vfestival &amp; purchase your BizBrush! All your #festival needs in one compact unit! https://t.co/RlOCW1NUvc
146206345,1,Anddddd our #VFestival savings tin has a total of £64.02  in! Wooo! 💰🎉💷 Buzzing to spend it on Friday 🍻🍹🍾 @vfestival https://t.co/7MtEmb1xwh
237751022,0,2x VIP V Fest tickets for sale this Saturday 20th August. Bought for £175 and selling for £130 #VFestival #VFest #VFestTickets
911253079,1,"Tent is now built at vfestival, most likely gonna fly away by tomorrow"
95468063,0,"Sleeping bag £5 absolute barging, now get me to @vfestival"
743088865,1,No Vfest wristbands in the post today???  @vfestival @TicketmasterUK @RoyalMail
1278776928,1,On the bus to @VFestival! Seeing all this countryside is reminding me of home
1622453923,0,It's @vfestival in #Chelmsford this wknd. Look out for our #FestivalPrepared tips to help you stay safe. https://t.co/bXjiLFbcGr
24447354,0,My mum and her mate have only now decided they're not going v fest 😂 two weekend tickets for sale #VFestival #tickets #chelmsford
171995743,0,Mum legit nearly had a heart attack when I told her she was gonna see @LittleMix at @vfestival ❤️
